run_id,seed,test_ratio,negative_strategy,negatives_per_source,k,algorithm,sources_evaluated,precision_at_k,hit_rate_at_k,mrr,positive_candidates,negative_candidates,runtime_seconds
seed13_degree_matched,13,0.2,degree_matched,100,1,cosine_similarity,3728,0.203326,0.203326,0.327369,20867,372800,0.407444
seed13_degree_matched,13,0.2,degree_matched,100,3,cosine_similarity,3728,0.177933,0.378755,0.327369,20867,372800,0.407444
seed13_degree_matched,13,0.2,degree_matched,100,5,cosine_similarity,3728,0.163734,0.462715,0.327369,20867,372800,0.407444
seed13_degree_matched,13,0.2,degree_matched,100,10,cosine_similarity,3728,0.139646,0.567865,0.327369,20867,372800,0.407444
seed13_degree_matched,13,0.2,degree_matched,100,20,cosine_similarity,3728,0.114646,0.673552,0.327369,20867,372800,0.407444
seed13_degree_matched,13,0.2,degree_matched,100,1,sorensen,3728,0.211373,0.211373,0.332929,20867,372800,0.388538
seed13_degree_matched,13,0.2,degree_matched,100,3,sorensen,3728,0.182672,0.382511,0.332929,20867,372800,0.388538
seed13_degree_matched,13,0.2,degree_matched,100,5,sorensen,3728,0.165612,0.463519,0.332929,20867,372800,0.388538
seed13_degree_matched,13,0.2,degree_matched,100,10,sorensen,3728,0.140236,0.570279,0.332929,20867,372800,0.388538
seed13_degree_matched,13,0.2,degree_matched,100,20,sorensen,3728,0.113707,0.668723,0.332929,20867,372800,0.388538
seed13_degree_matched,13,0.2,degree_matched,100,1,target_indegree,3728,0.057672,0.057672,0.15895,20867,372800,0.125974
seed13_degree_matched,13,0.2,degree_matched,100,3,target_indegree,3728,0.059102,0.166041,0.15895,20867,372800,0.125974
seed13_degree_matched,13,0.2,degree_matched,100,5,target_indegree,3728,0.055955,0.23927,0.15895,20867,372800,0.125974
seed13_degree_matched,13,0.2,degree_matched,100,10,target_indegree,3728,0.050885,0.354882,0.15895,20867,372800,0.125974
seed13_degree_matched,13,0.2,degree_matched,100,20,target_indegree,3728,0.048256,0.502682,0.15895,20867,372800,0.125974
